PlayerID,PlayerName,Season,GameType,Team,Position,GP,G,A,P,PlusMinus,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,TOI/GP_sec,Shifts/GP,FOW%
8459484,Jamie Rivers,2000-2001,Regular Season,OTT,D,45,2,4,6,6,44,0.13,0,2,0,0,0,0,41,4.9,00:14:00,840,19.2,0.0
8459004,Craig Rivet,2000-2001,Regular Season,MTL,D,26,1,2,3,-8,36,0.12,0,0,0,0,0,0,22,4.5,00:19:04,1144,25.4,0.0
8450900,Gary Roberts,2000-2001,Regular Season,TOR,L,82,29,24,53,16,109,0.65,8,12,2,2,3,1,138,21.0,00:17:07,1027,19.4,46.2
8459674,Bert Robertsson,2000-2001,Regular Season,NYR,D,2,0,0,0,-1,4,0.00,0,0,0,0,0,0,0,0.0,00:05:36,336,8.0,0.0
8462196,Stephane Robidas,2000-2001,Regular Season,MTL,D,65,6,6,12,0,14,0.18,1,2,0,0,0,0,77,7.8,00:20:43,1243,25.2,100.0
8466110,Randy Robitaille,2000-2001,Regular Season,NSH,C,62,9,17,26,-11,12,0.42,5,11,0,0,0,0,121,7.4,00:14:10,850,15.4,48.4
8450941,Luc Robitaille,2000-2001,Regular Season,LAK,L,82,37,51,88,10,66,1.07,16,45,1,1,4,0,235,15.7,00:18:42,1122,20.9,33.3
8469143,Travis Roche,2000-2001,Regular Season,MIN,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.0,00:15:22,922,18.0,0.0
8450978,Jeremy Roenick,2000-2001,Regular Season,PHX,C,80,30,46,76,-1,114,0.95,13,26,0,0,7,1,192,15.6,00:20:59,1259,23.1,49.1
8460061,Stacy Roest,2000-2001,Regular Season,MIN,C,76,7,20,27,3,20,0.36,1,5,0,0,1,0,125,5.6,00:14:00,840,20.4,57.0
8458525,Brian Rolston,2000-2001,Regular Season,BOS,R,77,19,39,58,6,28,0.75,5,23,0,4,4,1,286,6.6,00:19:19,1159,21.9,45.6
8451005,Cliff Ronning,2000-2001,Regular Season,NSH,C,80,19,43,62,4,28,0.78,6,31,0,0,4,1,237,8.0,00:17:22,1042,18.3,45.0
8468578,Jonas Ronnqvist,2000-2001,Regular Season,ANA,R,38,0,4,4,-7,14,0.11,0,1,0,0,0,0,30,0.0,00:10:37,637,14.7,44.6
8460639,Andre Roy,2000-2001,Regular Season,OTT,R,64,3,5,8,1,169,0.13,0,0,0,0,0,0,33,9.1,00:04:35,275,6.7,50.0
8465058,Michal Rozsival,2000-2001,Regular Season,PIT,D,30,1,4,5,3,26,0.17,0,1,0,0,0,0,17,5.9,00:17:05,1025,20.8,100.0
8459284,Steve Rucchin,2000-2001,Regular Season,ANA,C,16,3,5,8,-5,0,0.50,2,4,0,1,0,0,19,15.8,00:18:47,1127,23.3,51.6
8460007,Michael Rucinski,2000-2001,Regular Season,CAR,D,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0.0,00:13:18,798,19.0,0.0
8458534,Martin Rucinsky,2000-2001,Regular Season,MTL,L,57,16,22,38,-5,66,0.67,5,14,1,1,4,0,141,11.3,00:19:11,1151,24.2,40.0
8451059,Darren Rumble,2000-2001,Regular Season,STL,D,12,0,4,4,7,27,0.33,0,1,0,2,0,0,11,0.0,00:18:12,1092,23.1,0.0
8467393,Jarkko Ruutu,2000-2001,Regular Season,VAN,L,21,3,3,6,1,32,0.29,0,0,1,1,0,0,23,13.0,00:10:38,638,16.3,0.0
8451093,Joe Sacco,2000-2001,Regular Season,WSH,L,69,7,7,14,4,48,0.20,0,0,0,0,0,0,81,8.6,00:11:09,669,15.8,100.0
8451101,Joe Sakic,2000-2001,Regular Season,COL,C,82,54,64,118,45,30,1.44,19,46,3,6,12,2,332,16.3,00:23:01,1381,31.7,53.0
8464962,Ruslan Salei,2000-2001,Regular Season,ANA,D,50,1,5,6,-14,70,0.12,0,0,0,0,0,0,73,1.4,00:20:39,1239,27.0,0.0
8465202,Sami Salo,2000-2001,Regular Season,OTT,D,31,2,16,18,9,10,0.58,1,12,0,0,0,0,61,3.3,00:19:44,1184,27.1,0.0
8460626,Bryce Salvador,2000-2001,Regular Season,STL,D,75,2,8,10,-4,69,0.13,0,0,0,0,1,0,60,3.3,00:16:37,997,21.7,0.0
8466035,Sergei Samsonov,2000-2001,Regular Season,BOS,L,82,29,46,75,6,18,0.91,3,18,0,1,3,1,215,13.5,00:19:23,1163,21.4,42.9
8467463,Mikael Samuelsson,2000-2001,Regular Season,SJS,R,4,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0.0,00:04:41,281,7.5,0.0
8457921,Geoff Sanderson,2000-2001,Regular Season,CBJ,L,68,30,26,56,4,46,0.82,9,19,0,0,7,1,199,15.1,00:16:37,997,18.9,49.0
8467884,Oleg Saprykin,2000-2001,Regular Season,CGY,L,59,9,14,23,4,43,0.39,2,5,0,0,0,0,95,9.5,00:12:10,730,17.0,50.0
8458575,Yves Sarault,2000-2001,Regular Season,ATL,L,20,5,4,9,-9,26,0.45,2,2,0,0,0,0,44,11.4,00:13:08,788,17.9,50.0
8464981,Cory Sarich,2000-2001,Regular Season,TBL,D,73,1,8,9,-25,106,0.12,0,0,0,1,1,0,66,1.5,00:18:43,1123,23.8,0.0
8459534,Miroslav Satan,2000-2001,Regular Season,BUF,R,82,29,33,62,5,36,0.76,8,20,2,5,4,0,206,14.1,00:19:56,1196,22.4,36.4
8467325,Andre Savage,2000-2001,Regular Season,BOS,C,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0.0,00:04:38,278,7.0,100.0
8458682,Brian Savage,2000-2001,Regular Season,MTL,L,62,21,24,45,-13,26,0.73,12,20,0,0,1,1,172,12.2,00:18:50,1130,22.7,56.7
8462118,Marc Savard,2000-2001,Regular Season,CGY,C,77,23,42,65,-12,46,0.84,10,25,1,2,5,1,197,11.7,00:19:13,1153,23.3,53.0
8460836,Kevin Sawyer,2000-2001,Regular Season,ANA,L,9,0,1,1,-1,27,0.11,0,0,0,0,0,0,6,0.0,00:06:30,390,10.1,0.0
8460533,Dave Scatchard,2000-2001,Regular Season,NYI,C,81,21,24,45,-9,114,0.56,4,11,0,1,5,0,176,11.9,00:16:49,1009,22.4,55.1
8462093,Peter Schaefer,2000-2001,Regular Season,VAN,L,82,16,20,36,4,22,0.44,3,9,4,5,2,0,163,9.8,00:16:18,978,21.6,32.0
8467425,Petr Schastlivy,2000-2001,Regular Season,OTT,L,17,3,2,5,-1,6,0.29,0,0,0,0,0,0,32,9.4,00:11:20,680,16.1,0.0
8451224,Mathieu Schneider,2000-2001,Regular Season,LAK,D,73,16,35,51,0,56,0.70,7,27,1,2,2,0,183,8.7,00:23:04,1384,24.9,0.0
8462215,Ray Schultz,2000-2001,Regular Season,NYI,D,13,0,2,2,-1,40,0.15,0,0,0,0,0,0,3,0.0,00:10:49,649,15.5,0.0
8467876,Henrik Sedin,2000-2001,Regular Season,VAN,C,82,9,20,29,-2,38,0.35,2,9,0,0,1,0,98,9.2,00:13:31,811,18.2,44.1
8467875,Daniel Sedin,2000-2001,Regular Season,VAN,L,75,20,14,34,-3,24,0.45,10,14,0,0,3,0,127,15.7,00:12:59,779,17.5,60.0
8468712,Lubomir Sekeras,2000-2001,Regular Season,MIN,D,80,11,23,34,-8,52,0.43,4,12,0,1,2,0,102,10.8,00:21:12,1272,26.7,0.0
8457981,Teemu Selanne,2000-2001,Regular Season,"ANA, SJS",R,73,33,39,72,-7,36,0.99,12,31,0,0,7,0,233,14.2,00:21:15,1275,22.8,62.5
8460628,Alexander Selivanov,2000-2001,Regular Season,CBJ,R,59,8,11,19,-11,38,0.32,5,7,0,0,2,0,104,7.7,00:14:05,845,17.1,30.8
8459605,Sean Selmser,2000-2001,Regular Season,CBJ,L,1,0,0,0,0,5,0.00,0,0,0,0,0,0,2,0.0,00:11:03,663,17.0,0.0
8451302,Brendan Shanahan,2000-2001,Regular Season,DET,L,81,31,45,76,9,81,0.94,15,36,1,1,7,2,278,11.2,00:18:22,1102,21.5,43.5
8451333,Darryl Shannon,2000-2001,Regular Season,MTL,D,7,0,1,1,-4,6,0.14,0,0,0,0,0,0,6,0.0,00:18:03,1083,25.3,0.0
8458972,Jeff Shantz,2000-2001,Regular Season,CGY,C,73,5,15,20,-7,58,0.27,0,3,0,0,0,0,88,5.7,00:14:50,890,23.0,53.5
8462600,Rob Shearer,2000-2001,Regular Season,COL,C,2,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0.0,00:06:45,405,11.0,41.7
8462535,Jody Shelley,2000-2001,Regular Season,CBJ,L,1,0,0,0,0,10,0.00,0,0,0,0,0,0,0,0.0,00:01:33,93,5.0,0.0
8467885,Denis Shvidki,2000-2001,Regular Season,FLA,R,43,6,10,16,6,16,0.37,0,3,0,0,1,0,28,21.4,00:10:20,620,13.9,50.0
8451359,Mike Sillinger,2000-2001,Regular Season,"FLA, OTT",C,68,16,25,41,-11,48,0.60,1,13,0,1,2,0,119,13.4,00:18:02,1082,23.4,60.3
8465024,Jon Sim,2000-2001,Regular Season,DAL,L,15,0,3,3,-2,6,0.20,0,1,0,0,0,0,18,0.0,00:08:47,527,11.9,100.0
8468753,Roman Simicek,2000-2001,Regular Season,"PIT, MIN",C,57,5,10,15,-9,51,0.26,3,9,0,0,1,0,33,15.2,00:11:02,662,14.7,44.9
8458031,Chris Simon,2000-2001,Regular Season,WSH,L,60,10,10,20,-12,109,0.33,4,7,0,0,2,0,123,8.1,00:14:34,874,16.5,33.3
8458036,Reid Simpson,2000-2001,Regular Season,STL,L,38,2,1,3,-3,96,0.08,0,0,0,0,1,0,23,8.7,00:06:57,417,10.5,0.0
8460782,Todd Simpson,2000-2001,Regular Season,"FLA, PHX",D,38,1,4,5,-4,86,0.13,0,0,0,0,1,0,35,2.9,00:15:36,936,22.8,0.0
8451392,Jarrod Skalde,2000-2001,Regular Season,ATL,C,19,1,2,3,-8,20,0.16,0,0,0,0,0,0,24,4.2,00:13:57,837,20.0,47.1
8466282,Andrei Skopintsev,2000-2001,Regular Season,ATL,D,17,1,3,4,-7,16,0.24,0,2,0,1,1,0,10,10.0,00:18:13,1093,24.3,0.0
8467343,Martin Skoula,2000-2001,Regular Season,COL,D,82,8,17,25,8,38,0.30,3,9,0,0,2,0,108,7.4,00:20:41,1241,29.2,100.0
8467519,Karlis Skrastins,2000-2001,Regular Season,NSH,D,82,1,11,12,-12,30,0.15,0,1,0,1,1,0,66,1.5,00:19:12,1152,24.6,0.0
8464982,Pavel Skrbek,2000-2001,Regular Season,NSH,D,5,0,0,0,1,4,0.00,0,0,0,0,0,0,2,0.0,00:11:44,704,14.2,0.0
8458052,Jiri Slegr,2000-2001,Regular Season,"PIT, ATL",D,75,8,26,34,-10,96,0.45,2,14,1,1,1,0,145,5.5,00:19:21,1161,23.1,0.0
8466971,Blake Sloan,2000-2001,Regular Season,"DAL, CBJ",R,47,3,2,5,-4,17,0.11,0,0,0,0,1,0,45,6.7,00:10:56,656,15.5,27.3
8458058,Richard Smehlik,2000-2001,Regular Season,BUF,D,56,3,12,15,6,4,0.27,0,2,0,2,1,0,40,7.5,00:19:25,1165,22.3,0.0
8451558,Steve Smith,2000-2001,Regular Season,CGY,D,13,0,2,2,-2,17,0.15,0,0,0,0,0,0,3,0.0,00:18:59,1139,24.5,0.0
8459262,Brandon Smith,2000-2001,Regular Season,BOS,D,3,1,0,1,-1,0,0.33,1,1,0,0,0,0,2,50.0,00:06:46,406,9.0,0.0
8466357,Wyatt Smith,2000-2001,Regular Season,PHX,C,42,3,7,10,7,13,0.24,0,0,1,2,0,0,40,7.5,00:12:20,740,17.4,40.9
8466343,Mark Smith,2000-2001,Regular Season,SJS,C,42,2,2,4,2,51,0.10,0,0,0,0,0,0,39,5.1,00:08:48,528,12.9,52.9
8458954,Jason Smith,2000-2001,Regular Season,EDM,D,82,5,15,20,14,120,0.24,1,1,1,1,0,0,140,3.6,00:21:39,1299,24.2,0.0
8458069,Bryan Smolinski,2000-2001,Regular Season,LAK,C,78,27,32,59,10,40,0.76,5,21,3,4,5,2,183,14.8,00:18:31,1111,23.5,48.7
8467958,Peter Smrek,2000-2001,Regular Season,"STL, NYR",D,20,2,3,5,2,14,0.25,0,1,0,1,1,0,14,14.3,00:15:39,939,20.0,0.0
8460496,Ryan Smyth,2000-2001,Regular Season,EDM,L,82,31,39,70,10,58,0.85,11,25,0,2,6,0,245,12.7,00:19:58,1198,21.1,35.3
8460044,Brad Smyth,2000-2001,Regular Season,NYR,R,4,1,0,1,0,4,0.25,0,0,0,0,0,0,10,10.0,00:13:56,836,16.5,0.0
8467658,Daniel Snyder,2000-2001,Regular Season,ATL,C,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0.0,00:06:55,415,11.5,50.0
8462176,Brent Sopel,2000-2001,Regular Season,VAN,D,52,4,10,14,4,10,0.27,0,3,0,0,1,0,57,7.0,00:16:00,960,22.3,0.0
8460561,Sheldon Souray,2000-2001,Regular Season,MTL,D,52,3,8,11,-11,95,0.21,0,1,0,1,2,0,103,2.9,00:20:36,1236,24.8,0.0
8467439,Jaroslav Spacek,2000-2001,Regular Season,"FLA, CHI",D,62,7,19,26,3,28,0.42,3,10,0,3,1,1,106,6.6,00:21:04,1264,26.6,0.0
8462184,Martin Spanhel,2000-2001,Regular Season,CBJ,L,6,1,0,1,-1,2,0.17,0,0,0,0,0,0,8,12.5,00:12:29,749,16.3,0.0
8466378,Martin St. Louis,2000-2001,Regular Season,TBL,R,78,18,22,40,-4,12,0.51,3,7,3,4,4,0,141,12.8,00:15:14,914,19.3,41.7
8458541,Steve Staios,2000-2001,Regular Season,ATL,D,70,9,13,22,-23,137,0.31,4,11,0,0,0,0,156,5.8,00:21:44,1304,26.8,0.0
8451673,Mike Stapleton,2000-2001,Regular Season,"NYI, VAN",C,52,2,6,8,-11,10,0.15,1,2,0,1,0,0,31,6.5,00:09:25,565,13.0,43.9
8467055,Patrik Stefan,2000-2001,Regular Season,ATL,C,66,10,21,31,-3,22,0.47,0,6,0,2,1,0,93,10.8,00:14:07,847,18.7,42.9
8451711,Kevin Stevens,2000-2001,Regular Season,"PHI, PIT",L,55,10,22,32,-6,73,0.58,2,6,0,0,0,0,107,9.3,00:15:56,956,19.7,20.0
8451715,Scott Stevens,2000-2001,Regular Season,NJD,D,81,9,22,31,40,71,0.38,3,10,0,1,2,0,171,5.3,00:24:36,1476,24.8,0.0
8458996,Jeremy Stevenson,2000-2001,Regular Season,NSH,L,8,1,0,1,-1,39,0.13,0,0,0,0,0,0,6,16.7,00:06:24,384,9.6,0.0
8458125,Turner Stevenson,2000-2001,Regular Season,NJD,R,69,8,18,26,11,97,0.38,2,6,0,0,1,0,92,8.7,00:11:00,660,13.9,0.0
8458126,Cameron Stewart,2000-2001,Regular Season,MIN,L,54,4,9,13,-3,18,0.24,0,1,1,1,0,0,61,6.6,00:13:12,792,20.4,22.2
8458943,Cory Stillman,2000-2001,Regular Season,"CGY, STL",L,78,24,28,52,-8,51,0.67,10,18,0,0,4,0,174,13.8,00:18:48,1128,24.9,45.5
8465960,P.J. Stock,2000-2001,Regular Season,"MTL, PHI",C,51,2,5,7,-3,110,0.14,0,0,0,0,0,0,27,7.4,00:06:54,414,10.9,52.6
8458955,Martin Straka,2000-2001,Regular Season,PIT,C,82,27,68,95,19,38,1.16,7,40,1,2,4,0,185,14.6,00:23:01,1381,23.8,43.2
8460555,Jason Strudwick,2000-2001,Regular Season,VAN,D,60,1,4,5,16,64,0.08,0,0,0,0,1,0,21,4.8,00:09:58,598,14.5,0.0
8467331,Brad Stuart,2000-2001,Regular Season,SJS,D,77,5,18,23,10,56,0.30,1,7,0,0,2,1,119,4.2,00:20:05,1205,22.4,0.0
8458554,Jozef Stumpel,2000-2001,Regular Season,LAK,L,63,16,39,55,20,14,0.87,9,18,0,1,6,0,95,16.8,00:19:35,1175,22.7,52.7
8464979,Marco Sturm,2000-2001,Regular Season,SJS,L,81,14,18,32,9,28,0.40,2,4,3,3,5,2,153,9.2,00:16:05,965,21.5,40.2
8466443,Radoslav Suchy,2000-2001,Regular Season,PHX,D,72,0,10,10,1,22,0.14,0,0,0,2,0,0,33,0.0,00:17:09,1029,23.2,0.0
8458155,Mike Sullivan,2000-2001,Regular Season,PHX,C,72,5,4,9,-6,16,0.13,0,0,3,3,0,0,59,8.5,00:12:48,768,19.4,50.3
8460719,Steve Sullivan,2000-2001,Regular Season,CHI,L,81,34,41,75,3,54,0.93,6,16,8,10,3,1,204,16.7,00:20:32,1232,23.2,42.4
8451774,Mats Sundin,2000-2001,Regular Season,TOR,C,82,28,46,74,15,76,0.90,9,22,0,1,6,1,226,12.4,00:19:21,1161,21.6,56.6
8459430,Niklas Sundstrom,2000-2001,Regular Season,SJS,R,82,10,39,49,10,28,0.60,4,13,1,3,0,0,100,10.0,00:16:44,1004,21.7,30.8
8468612,Maxim Sushinsky,2000-2001,Regular Season,MIN,R,30,7,4,11,-7,29,0.37,3,4,0,0,0,0,62,11.3,00:14:00,840,19.4,50.0
8451804,Gary Suter,2000-2001,Regular Season,SJS,D,68,10,24,34,8,84,0.50,4,20,0,0,1,1,157,6.4,00:21:27,1287,23.7,50.0
8451793,Ron Sutter,2000-2001,Regular Season,CGY,C,21,1,3,4,4,12,0.19,0,0,0,0,0,0,16,6.3,00:11:49,709,18.9,53.8
8451805,Ken Sutton,2000-2001,Regular Season,NJD,D,53,1,7,8,9,37,0.15,0,0,0,0,0,0,35,2.9,00:15:44,944,18.7,0.0
8467304,Andy Sutton,2000-2001,Regular Season,MIN,D,69,3,4,7,-11,131,0.10,2,2,0,0,0,0,64,4.7,00:12:54,774,18.4,33.3
8459562,Per Svartvadet,2000-2001,Regular Season,ATL,C,69,10,11,21,-6,20,0.30,0,1,2,2,1,0,98,10.2,00:14:42,882,20.5,42.5
8459014,Robert Svehla,2000-2001,Regular Season,FLA,D,82,6,22,28,-8,76,0.34,0,3,0,0,0,0,121,5.0,00:25:34,1534,31.2,0.0
8467510,Petr Svoboda,2000-2001,Regular Season,TOR,D,18,1,2,3,-5,10,0.17,1,2,0,0,0,0,17,5.9,00:14:58,898,17.8,0.0
8451789,Petr Svoboda,2000-2001,Regular Season,TBL,D,19,1,3,4,-4,41,0.21,0,0,0,0,0,0,16,6.3,00:18:47,1127,24.5,0.0
8460603,Brian Swanson,2000-2001,Regular Season,EDM,C,16,1,1,2,-1,6,0.13,0,0,0,0,0,0,8,12.5,00:10:54,654,13.1,44.0
8451819,Don Sweeney,2000-2001,Regular Season,BOS,D,72,2,10,12,-1,26,0.17,1,4,0,0,1,0,60,3.3,00:19:15,1155,23.3,0.0
8458172,Darryl Sydor,2000-2001,Regular Season,DAL,D,81,10,37,47,5,34,0.58,8,27,0,0,1,1,140,7.1,00:21:25,1285,24.1,0.0
8460465,Petr Sykora,2000-2001,Regular Season,NJD,R,73,35,46,81,36,32,1.11,9,24,2,3,3,0,249,14.1,00:17:44,1064,21.2,33.3
8459059,Michal Sykora,2000-2001,Regular Season,PHI,D,49,5,11,16,9,26,0.33,1,5,1,1,1,0,71,7.0,00:16:26,986,21.8,0.0
8459414,Dean Sylvester,2000-2001,Regular Season,ATL,R,43,5,6,11,-16,8,0.26,1,5,0,0,0,0,82,6.1,00:14:04,844,19.1,40.0
8458179,Chris Tamer,2000-2001,Regular Season,ATL,D,82,4,13,17,-1,128,0.21,0,0,1,1,1,0,90,4.4,00:19:41,1181,25.2,0.0
8467889,David Tanabe,2000-2001,Regular Season,CAR,D,74,7,22,29,-9,42,0.39,5,16,0,0,1,0,130,5.4,00:17:55,1075,22.5,0.0
8467338,Alex Tanguay,2000-2001,Regular Season,COL,L,82,27,50,77,35,37,0.94,7,18,1,1,3,0,135,20.0,00:17:51,1071,25.5,43.3
8468444,Brad Tapper,2000-2001,Regular Season,ATL,R,16,2,3,5,1,6,0.31,0,0,0,0,0,0,21,9.5,00:12:43,763,17.5,0.0
8458185,Chris Taylor,2000-2001,Regular Season,BUF,C,14,0,2,2,1,6,0.14,0,0,0,0,0,0,21,0.0,00:11:08,668,15.4,50.7
8458192,Tim Taylor,2000-2001,Regular Season,NYR,C,38,2,5,7,-6,16,0.18,0,0,0,0,1,0,34,5.9,00:08:56,536,14.0,59.2
8468103,Petr Tenkrat,2000-2001,Regular Season,ANA,R,46,5,9,14,-11,16,0.30,0,5,0,0,2,1,79,6.3,00:12:48,768,16.7,0.0
8465035,Joey Tetarenko,2000-2001,Regular Season,FLA,R,29,3,1,4,-1,44,0.14,0,0,0,0,0,0,21,14.3,00:06:11,371,9.2,0.0
8458202,Chris Therien,2000-2001,Regular Season,PHI,D,73,2,12,14,22,48,0.19,1,3,0,0,0,0,103,1.9,00:20:38,1238,27.3,0.0
8451898,Steve Thomas,2000-2001,Regular Season,TOR,R,57,8,26,34,0,46,0.60,1,8,0,0,1,0,140,5.7,00:16:02,962,17.8,33.3
8458208,John Thomas,2000-2001,Regular Season,LAK,R,24,3,1,4,0,9,0.17,0,0,0,0,0,0,16,18.8,00:08:07,487,12.5,0.0
8462099,Rocky Thompson,2000-2001,Regular Season,FLA,D,4,0,0,0,0,19,0.00,0,0,0,0,0,0,0,0.0,00:01:27,87,3.8,0.0
8466138,Joe Thornton,2000-2001,Regular Season,BOS,C,72,37,34,71,-4,107,0.99,19,26,1,1,5,1,181,20.4,00:21:45,1305,24.4,52.1
8451972,Scott Thornton,2000-2001,Regular Season,SJS,L,73,19,17,36,4,114,0.49,4,9,0,0,1,0,159,11.9,00:13:54,834,17.8,41.4
8468438,Billy Tibbetts,2000-2001,Regular Season,PIT,R,29,1,2,3,-2,79,0.10,0,0,0,0,0,0,16,6.3,00:07:14,434,10.0,28.7
8458598,Brad Tiley,2000-2001,Regular Season,PHI,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,1,0.0,00:15:45,945,20.5,0.0
8459144,Mattias Timander,2000-2001,Regular Season,CBJ,D,76,2,9,11,-8,24,0.14,0,2,0,0,1,0,68,2.9,00:21:02,1262,26.3,100.0
8459670,Kimmo Timonen,2000-2001,Regular Season,NSH,D,82,12,13,25,-6,50,0.30,6,14,0,0,3,0,151,7.9,00:23:11,1391,25.1,50.0
8459672,German Titov,2000-2001,Regular Season,ANA,C,71,9,11,20,-21,61,0.28,1,5,0,0,0,0,78,11.5,00:15:53,953,20.5,38.9
8458229,Keith Tkachuk,2000-2001,Regular Season,"PHX, STL",L,76,35,44,79,3,122,1.04,17,30,0,1,5,0,271,12.9,00:20:05,1205,23.6,52.1
8466143,Daniel Tkaczuk,2000-2001,Regular Season,CGY,C,19,4,7,11,1,14,0.58,1,2,0,0,0,0,34,11.8,00:12:14,734,18.5,43.1
8451925,Rick Tocchet,2000-2001,Regular Season,PHI,R,60,14,22,36,10,83,0.60,5,9,0,0,2,0,76,18.4,00:15:20,920,19.7,0.0
8459146,Jeff Toms,2000-2001,Regular Season,"NYI, NYR",L,54,3,5,8,-10,10,0.15,0,2,0,0,0,0,49,6.1,00:08:51,531,12.1,41.4
8458986,Patrick Traverse,2000-2001,Regular Season,"ANA, BOS, MTL",D,71,5,9,14,-10,30,0.20,1,6,0,0,1,0,62,8.1,00:18:06,1086,22.2,0.0
8459074,Daniel Trebil,2000-2001,Regular Season,"PIT, STL",D,26,0,0,0,0,7,0.00,0,0,0,0,0,0,26,0.0,00:13:27,807,17.5,0.0
8462177,Yannick Tremblay,2000-2001,Regular Season,ATL,D,46,4,8,12,-6,30,0.26,1,4,0,0,1,0,102,3.9,00:20:26,1226,24.4,100.0
8460087,Pascal Trepanier,2000-2001,Regular Season,ANA,D,57,6,4,10,-12,73,0.18,3,4,0,0,0,0,86,7.0,00:16:47,1007,22.2,100.0
8460594,Pavel Trnka,2000-2001,Regular Season,ANA,D,59,1,7,8,-12,42,0.14,0,3,0,0,0,0,59,1.7,00:20:06,1206,26.8,0.0
8460239,Vladimir Tsyplakov,2000-2001,Regular Season,BUF,L,36,7,7,14,2,10,0.39,0,0,0,0,0,0,39,17.9,00:11:17,677,14.6,0.0
8459574,Darcy Tucker,2000-2001,Regular Season,TOR,R,82,16,21,37,6,141,0.45,2,4,0,0,4,0,122,13.1,00:16:09,969,18.6,47.0
8459141,Marko Tuomainen,2000-2001,Regular Season,LAK,R,11,0,1,1,1,4,0.09,0,0,0,0,0,0,12,0.0,00:09:21,561,13.0,100.0
8451991,Pierre Turgeon,2000-2001,Regular Season,STL,C,79,30,52,82,14,37,1.04,11,31,0,0,6,2,171,17.5,00:18:49,1129,23.3,49.6
8460601,Tony Tuzzolino,2000-2001,Regular Season,NYR,R,6,0,0,0,-1,5,0.00,0,0,0,0,0,0,3,0.0,00:03:41,221,5.5,0.0
8460493,Oleg Tverdovsky,2000-2001,Regular Season,ANA,D,82,14,39,53,-11,32,0.65,8,36,0,0,3,1,188,7.4,00:24:24,1464,28.4,0.0
8458715,Igor Ulanov,2000-2001,Regular Season,EDM,D,67,3,20,23,15,90,0.34,1,7,0,3,0,0,74,4.1,00:23:01,1381,24.5,0.0
8468189,Jeff Ulmer,2000-2001,Regular Season,NYR,R,21,3,0,3,-6,8,0.14,0,0,0,0,0,0,22,13.6,00:10:23,623,13.0,31.3
8467369,Ossi Vaananen,2000-2001,Regular Season,PHX,D,81,4,12,16,9,90,0.20,0,2,0,0,2,0,69,5.8,00:19:09,1149,25.8,0.0
8458628,Robert Valicevic,2000-2001,Regular Season,NSH,R,60,8,6,14,-2,26,0.23,1,1,0,0,4,0,62,12.9,00:14:05,845,19.0,40.0
8452161,Garry Valk,2000-2001,Regular Season,TOR,L,74,8,18,26,4,46,0.35,1,4,0,0,2,0,87,9.2,00:11:32,692,14.8,33.3
8452147,Shaun Van Allen,2000-2001,Regular Season,DAL,C,59,7,16,23,5,16,0.39,0,0,2,3,3,0,51,13.7,00:12:04,724,17.6,47.0
8459249,Darren Van Impe,2000-2001,Regular Season,BOS,D,31,3,10,13,-9,41,0.42,2,10,0,0,0,0,40,7.5,00:20:11,1211,22.0,0.0
8467350,Mike Van Ryn,2000-2001,Regular Season,STL,D,1,0,0,0,-2,0,0.00,0,0,0,0,0,0,1,0.0,00:13:43,823,18.0,0.0
8459109,Ryan Vandenbussche,2000-2001,Regular Season,CHI,R,64,2,5,7,-8,146,0.11,0,0,0,0,0,0,24,8.3,00:07:46,466,10.9,0.0
8460579,Vaclav Varada,2000-2001,Regular Season,BUF,R,75,10,21,31,-2,81,0.41,2,4,0,0,2,0,112,8.9,00:15:57,957,20.1,0.0
8467416,Josef Vasicek,2000-2001,Regular Season,CAR,C,76,8,13,21,-8,53,0.28,1,2,0,0,0,0,103,7.8,00:11:49,709,15.8,46.6
8465975,Herbert Vasiljevs,2000-2001,Regular Season,ATL,R,21,4,5,9,-11,14,0.43,2,4,0,1,1,0,41,9.8,00:16:00,960,21.3,40.5
8452216,Pat Verbeek,2000-2001,Regular Season,DET,R,67,15,15,30,0,73,0.45,7,12,0,0,0,0,113,13.3,00:13:30,810,16.6,57.1
8467418,Tommy Vestlund,2000-2001,Regular Season,CAR,L,79,5,3,8,-9,23,0.10,0,0,0,0,1,0,47,10.6,00:09:21,561,13.4,50.9
8468443,Jean-Pierre Vigier,2000-2001,Regular Season,ATL,R,2,0,0,0,-2,0,0.00,0,0,0,0,0,0,1,0.0,00:09:55,595,14.5,100.0
8467352,Vitaly Vishnevski,2000-2001,Regular Season,ANA,D,76,1,10,11,-1,99,0.14,0,0,0,1,0,0,49,2.0,00:19:13,1153,25.5,0.0
8468598,Lubomir Visnovsky,2000-2001,Regular Season,LAK,D,81,7,32,39,16,36,0.48,3,14,0,0,3,0,105,6.7,00:16:58,1018,20.1,0.0
